"Município";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"2025/Jan";"2025/Fev";"2025/Mar";"2025/Abr";"2025/Mai";"2025/Jun";"2025/Jul";"2025/Ago";"2025/Set";"2025/Out";"2025/Nov";"2025/Dez";"2026/Jan";"2026/Fev";"Total"
"330050 BOM JARDIM";60258,83;67217,16;66482,84;64702,34;63643,22;62935,11;59934,25;64898,32;61624,84;71669,61;69796,97;75202,56;78198,24;79766,32;88099,89;75927,41;77943,37;95399,75;83372,20;-;-;-;1367073,23
"330060 BOM JESUS DO ITABAPOANA";1136767,89;1068192,13;1359409,00;1410148,42;1371111,57;1377190,97;1100937,89;931253,74;1383044,96;989658,29;1208337,54;1336844,73;1214173,79;1246233,88;1590276,75;1145517,91;1374908,09;1385504,57;1191112,08;1109548,78;1316266,16;1373986,48;27620425,62
"330070 CABO FRIO";1393031,97;1488080,96;1705927,02;1876479,03;2053139,83;2115479,56;1934850,99;1802785,78;1925517,91;1710957,73;1919976,30;1929793,50;1818152,98;1976320,00;1894028,67;1672013,87;1773429,82;1704173,94;1253151,25;1387920,44;1205179,89;1355517,11;37895908,55
"330080 CACHOEIRAS DE MACACU";205006,81;174842,01;175489,23;156000,15;181116,42;203920,25;164421,30;184449,73;170371,35;143979,78;265682,55;248300,17;182198,95;180998,96;213365,36;330481,22;268042,06;213763,43;209372,23;256212,50;207606,59;187292,19;4522913,24
"330090 CAMBUCI";177066,33;127924,65;155928,38;149127,94;108872,66;116785,74;98128,94;123820,47;146827,87;117849,70;112372,07;167068,65;146306,25;98170,44;127629,80;143090,80;145586,48;121806,85;110034,81;76862,79;-;-;2571261,62
"330093 CARAPEBUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330095 COMENDADOR LEVY GASPARIAN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330100 CAMPOS DOS GOYTACAZES";8539897,43;7942276,74;8122463,71;8412295,26;8312253,15;8420215,60;7663975,04;8232415,91;8051040,91;7915228,56;7487770,70;7478205,06;8070849,38;8385895,65;8765560,02;8486652,27;7546312,67;8768799,79;6779269,96;7377958,38;8571999,95;7845669,07;177177005,21
"330110 CANTAGALO";223832,38;186860,25;303096,62;211329,35;163247,54;174596,42;209613,70;130068,71;172373,83;116177,13;224567,92;162684,38;253772,73;168112,96;158191,35;169323,89;208821,47;218950,37;192713,77;185135,18;130880,13;-;3964350,08
"330115 CARDOSO MOREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330120 CARMO";54158,85;58744,59;46779,15;40256,41;50232,54;48084,76;42745,20;35911,45;30636,90;39788,47;52921,39;32006,80;49989,00;44575,05;43512,91;41783,79;42056,85;36864,05;38286,59;46501,12;45196,65;37953,83;958986,35
"330130 CASIMIRO DE ABREU";157065,10;151328,50;143538,55;195339,56;171851,04;206455,10;161433,20;171686,20;136528,72;123146,31;145817,88;161226,80;150165,99;177491,47;219050,79;203976,37;218253,77;175391,05;187275,15;218671,38;186509,47;142655,89;3804858,29
"330140 CONCEICAO DE MACABU";12083,55;9852,84;14491,53;8152,51;12553,78;10892,05;12262,47;8681,65;14950,44;10160,97;12780,89;17186,51;16767,15;15582,98;9304,25;10929,74;10274,00;6519,75;10288,63;8554,95;9984,15;-;242254,79
"330150 CORDEIRO";18006,43;37910,70;23927,14;18220,41;20207,49;21436,36;51347,30;57182,80;49316,40;49752,39;54451,60;55543,08;46372,71;55898,07;51859,49;69306,24;61211,96;97370,94;71501,90;72045,12;96636,99;-;1079505,52
"330160 DUAS BARRAS";19457,86;15138,75;17202,26;16429,48;13374,61;14644,25;15618,29;16225,41;17831,65;15626,76;17861,42;13897,64;19794,78;17143,28;22344,93;28783,82;24977,77;28240,12;-;-;-;-;334593,08
"330170 DUQUE DE CAXIAS";5904312,25;6343276,77;7047390,29;6011528,28;5929247,24;6240718,04;5623694,91;5609607,68;5974586,89;4504024,40;6015476,65;5363981,73;6053507,64;8223335,24;7370329,66;6333701,08;7304566,28;6044919,32;4703807,26;6518286,58;6438091,05;7605886,25;137164275,49
"330180 ENGENHEIRO PAULO DE FRONTIN";17142,70;17181,19;12109,37;17736,66;27684,61;25453,83;26970,73;23375,47;17677,23;20611,03;23880,44;21831,46;27208,32;30162,62;17889,08;25633,70;12898,73;19548,40;17185,02;25016,22;14721,84;16150,32;458068,97
"330185 GUAPIMIRIM";196403,64;265237,81;198525,47;198457,00;237324,28;203759,45;180261,25;225011,65;169476,44;245641,32;170286,91;279431,38;208048,48;258023,00;174352,06;211145,04;220667,89;206456,15;154244,55;214678,73;216775,37;184947,91;4619155,78
"330187 IGUABA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330190 ITABORAI";464562,32;645944,61;501423,03;919882,18;980760,50;839797,54;784083,83;646086,26;739004,75;848257,85;711905,92;831732,14;959134,89;618613,15;864189,61;727787,75;737474,57;643655,95;714258,09;545098,66;734704,02;611431,27;16069788,89
"330200 ITAGUAI";371981,04;458193,03;362623,37;396404,02;366352,11;327483,16;341430,39;326427,06;306343,39;348509,39;376144,47;346645,36;506709,68;393614,47;371571,38;421468,94;441694,03;329369,25;134201,27;147785,39;170621,12;-;7245572,32
"330205 ITALVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330210 ITAOCARA";82736,99;80660,78;85419,24;91437,91;106265,17;83281,75;83286,34;55244,53;68234,07;58233,80;60255,26;63050,42;94041,37;92068,12;136026,74;114856,43;105615,68;79609,75;158211,12;-;-;-;1698535,47
"330220 ITAPERUNA";5276600,78;5487904,14;6427099,84;5815837,26;5223237,25;4739324,72;3794550,99;4516567,97;4959723,25;7763893,29;4322727,92;4768764,02;5670517,27;5236745,99;6429467,91;5048188,16;5264357,82;5756693,40;4414718,63;4803364,87;5360988,12;5025810,65;116107084,25
"330225 ITATIAIA";136682,95;75983,04;86568,44;91662,57;79875,02;64933,82;76945,42;60710,06;65869,03;65050,37;70278,55;55658,01;65195,99;76186,26;69650,06;116419,97;58509,55;124610,73;144854,79;129014,66;88998,84;85137,99;1888796,12
"330227 JAPERI";35812,02;35009,20;38551,87;29616,52;29867,03;38268,01;31958,43;28035,34;32126,47;32622,22;20398,20;28114,09;27077,77;29159,06;22227,14;59346,38;34130,04;32683,61;26874,35;19562,33;20141,26;23298,72;674880,06
"330230 LAJE DO MURIAE";6172,29;2039,30;10820,14;11555,41;9068,58;11917,30;9067,01;8280,32;7041,83;9943,05;7857,22;9008,80;13941,37;12919,21;7313,89;10325,52;4460,98;8011,00;6907,09;5668,52;4900,48;4263,70;181483,01
"330240 MACAE";2298679,57;2106758,68;2497131,03;2796886,21;2284049,28;2690259,32;1756039,87;2396029,40;2488861,37;1577955,40;2628232,34;2459649,78;2533254,29;2274906,44;2092995,42;1998114,14;1916391,55;2274893,43;2303790,99;1811395,48;2149769,98;2610623,65;49946667,62
"330245 MACUCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330250 MAGE";429916,69;354728,52;400855,54;376104,59;440618,88;621966,55;618918,87;523138,23;405479,74;396843,96;400096,80;372576,38;451067,99;446615,18;467644,87;425530,20;415952,88;406725,36;337671,96;346198,25;340568,38;329663,44;9308883,26
"330260 MANGARATIBA";147760,93;123721,63;101215,78;128918,53;108334,01;84217,18;74385,20;78968,03;88281,21;98117,44;94936,61;80777,36;131620,85;145310,07;136829,86;111123,91;121742,78;119729,33;112465,66;134776,77;118472,50;-;2341705,64
"330270 MARICA";1209281,43;1150262,84;1123916,12;1082337,57;843761,10;1369952,87;1040161,71;1011864,39;1250234,30;1183604,32;1097774,08;1188127,77;1148032,12;1083262,90;1577039,89;1384022,50;1236152,26;1012422,52;1061730,34;1275797,86;773385,67;1516864,18;25619988,74
"330280 MENDES";17957,92;16025,25;19476,65;17287,19;14309,13;19149,18;22469,74;25103,83;23450,98;27484,88;17638,61;22426,21;19684,76;20315,10;20739,30;21040,28;24044,94;18509,80;25063,79;19311,39;25810,84;-;437299,77
"330285 MESQUITA";414831,73;434739,37;566248,88;476574,35;592388,54;334557,45;430721,77;282826,44;471796,97;220985,16;311660,08;333967,81;571155,43;576581,82;760216,28;811847,94;867102,74;840408,85;709757,01;981385,46;982146,29;1187013,60;13158913,97
"330290 MIGUEL PEREIRA";132786,43;160211,39;162682,46;163577,70;132513,54;125363,89;131042,26;113086,15;140586,50;123532,70;123883,80;122783,13;149631,72;147236,52;163673,47;165261,03;142985,08;157759,22;156594,82;139377,45;169962,15;171056,94;3195588,35
"330300 MIRACEMA";66664,30;68401,02;60002,57;81160,06;70613,84;72763,20;62835,58;57804,66;77436,97;60660,24;60564,96;59064,00;74518,85;66222,42;68485,40;59298,30;68440,03;-;-;-;-;-;1134936,40
"330310 NATIVIDADE";41174,40;49858,59;51206,92;41348,37;31145,66;59191,52;35687,23;37958,57;23986,76;29764,40;31761,33;41522,65;40641,08;54307,43;57652,18;34458,56;28043,20;36065,00;38213,43;31861,34;-;-;795848,62
"330320 NILOPOLIS";637000,56;558687,68;471152,44;627632,84;579462,55;683363,22;665339,02;580931,65;739645,74;698288,93;677375,09;679989,24;783076,44;750801,95;1012779,48;1082095,84;721137,88;869586,03;1031074,02;1082343,18;767209,52;1045302,53;16744275,83
"330330 NITEROI";5103347,12;4535071,38;5593583,14;5684900,25;4961166,24;3699691,54;5625484,08;4587224,57;6053206,74;4994547,34;5678498,11;4938294,82;5393903,28;5756122,47;5832440,80;6598114,50;6112647,94;6850119,83;6474018,24;5498509,16;5309712,40;5376787,82;120657391,77
"330340 NOVA FRIBURGO";1844802,63;2456270,80;2608547,66;1827303,02;2084189,22;2174647,56;2377017,33;1720348,99;2145176,32;2589357,06;2695487,03;1977594,69;2243000,73;2151074,11;1949415,01;1894168,76;2357712,89;1895129,69;2135000,90;1804915,17;2147699,21;2104901,19;47183759,97
"330350 NOVA IGUACU";4719925,11;4130790,32;4537480,68;4553103,82;4159023,95;4611007,56;3794965,77;4910673,58;4679517,30;4144414,02;3879466,77;4480767,46;4605748,10;4576193,37;4922033,94;3990873,23;3885797,82;4117183,31;3388043,33;3709318,19;3507316,99;4010391,80;93314036,42
"330360 PARACAMBI";63361,77;68831,68;64375,45;58089,52;61021,07;53027,39;65120,52;41682,52;51991,62;51058,19;45810,73;59222,57;72563,68;50408,94;70148,82;61260,12;61836,08;44616,55;60584,49;45670,97;48300,45;40828,50;1239811,63
"330370 PARAIBA DO SUL";459972,23;456387,57;591470,90;644129,13;555358,00;423953,38;336194,39;282500,12;364872,90;482357,65;414060,15;412563,50;593227,47;352596,14;522746,96;811241,90;1198419,81;1651326,98;1582151,38;1730113,83;796284,34;1029090,56;15691019,29
"330380 PARATY";139750,43;172500,51;190528,20;191764,63;211105,81;129350,29;137750,57;138644,54;134213,76;127804,36;225236,00;178724,53;166272,17;179775,32;132443,83;103638,72;156456,89;198767,30;160389,51;143486,43;86649,25;92838,09;3398091,14
"330385 PATY DO ALFERES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330390 PETROPOLIS";4170948,91;4209358,77;4075446,77;4650862,14;4957960,88;5104392,14;4019540,84;3757502,45;3778003,19;3567170,41;3693694,89;3971331,56;3834813,27;4596647,79;4219181,68;3888040,01;4098690,62;4346729,64;4048961,28;3900697,15;3870654,11;-;86760628,50
"330395 PINHEIRAL";18020,52;19639,42;25839,48;12283,19;26257,10;28086,22;16982,84;15313,85;26898,06;24953,94;17428,76;16544,08;28457,26;22851,85;16048,64;16776,49;21779,30;25486,25;37020,90;42152,86;31254,04;23987,53;514062,58
"330400 PIRAI";208815,10;226430,22;238693,59;377148,06;227969,69;275918,51;222363,08;207455,53;239430,24;274497,15;228025,10;338812,18;315980,55;228249,71;301860,72;334161,80;247299,79;288212,59;309228,21;256449,32;219287,48;272613,31;5838901,93
"330410 PORCIUNCULA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330411 PORTO REAL";65330,94;46830,02;68821,31;47731,96;61361,02;67562,80;54808,01;75880,23;122894,20;92331,43;122958,60;132989,39;166815,83;145330,48;88176,77;136450,53;83468,03;98632,46;112597,14;110318,58;144675,06;-;2045964,79
"330412 QUATIS";13456,27;12801,60;14559,16;14369,52;14431,67;9366,74;12623,00;10704,18;11206,86;10898,59;14523,73;9709,49;14008,70;13529,12;9966,79;10062,86;12330,90;12184,26;9416,69;-;-;-;230150,13
"330414 QUEIMADOS";515690,59;515783,16;608508,32;507225,19;559770,26;454342,04;517315,78;519284,79;475447,47;423336,47;446215,17;428398,51;456245,40;453747,57;446840,23;394607,12;427447,97;408539,36;403159,07;416109,18;421849,15;425615,69;10225478,49
"330415 QUISSAMA";186122,50;253121,24;179199,41;249848,66;171376,03;141803,37;222156,87;122179,28;256857,62;117446,68;201714,65;235030,94;158934,63;198226,00;246596,31;117941,39;201816,53;184563,70;211962,92;143316,11;194644,92;171475,53;4166335,29
"330420 RESENDE";1005215,80;1024672,52;1089497,02;1007606,98;984156,01;1081777,45;892905,11;889200,01;1040246,38;945909,63;1019493,70;1003791,75;1188479,45;1169638,70;1328060,39;1007269,01;1107299,21;1110112,68;1130651,23;929431,48;1021287,15;894347,52;22871049,18
"330430 RIO BONITO";461697,71;372279,59;405513,94;422131,26;501688,14;549902,02;466304,05;284839,79;304827,69;492393,11;481015,98;490004,42;662357,05;469216,00;697248,99;634371,28;625963,90;581513,02;618710,13;646330,63;620173,09;607520,70;11396002,49
"330440 RIO CLARO";32202,68;20146,44;22600,86;18479,02;37902,57;20939,26;30551,75;20796,26;20663,68;28642,37;23112,13;23242,29;29858,39;43086,69;27945,96;33205,89;47552,29;54845,55;43294,96;34727,50;40530,09;37135,80;691462,43
"330450 RIO DAS FLORES";17511,04;20464,11;16764,91;17496,48;12060,84;11056,93;12536,26;9220,01;10916,38;8801,43;10195,22;15018,48;16375,40;15707,60;15715,61;12252,99;18183,41;14322,56;11253,52;10275,62;8398,15;14646,46;299173,41
"330452 RIO DAS OSTRAS";261568,80;361537,70;345957,96;300816,57;265394,36;307052,16;251857,55;159538,31;308267,12;223031,80;230125,27;224385,45;239709,75;230647,57;265136,94;262327,49;261608,74;193904,92;234363,35;183726,37;225645,45;283001,87;5619605,50
"330455 RIO DE JANEIRO";58562362,61;58493896,40;65956394,81;67739494,12;63016796,99;66741106,02;62156627,74;63387029,48;64378147,02;55357655,51;59796992,65;57930001,96;64953969,65;64816982,04;67308480,62;66560718,20;67325736,30;72236535,90;66683208,55;65087607,79;61922368,83;60390375,19;1400802488,38
"330460 SANTA MARIA MADALENA";26820,63;33675,42;28485,27;25313,12;33144,42;31225,58;26342,55;25481,07;32952,77;24341,18;22054,71;30175,64;32589,11;33036,94;28519,76;29374,17;38910,39;28878,64;36565,59;29499,30;32930,55;-;630316,81
"330470 SANTO ANTONIO DE PADUA";242264,16;285697,82;288199,55;272747,10;321457,22;258413,21;200705,43;177436,41;210188,34;167021,20;319110,91;199723,13;310099,14;208155,53;307122,52;222418,88;235746,29;86463,10;115850,21;111796,87;91489,55;-;4632106,57
"330475 SAO FRANCISCO DE ITABAPOANA";56820,11;58762,09;88735,48;36715,94;86801,80;33856,63;43600,22;89955,67;37945,29;61969,08;49518,96;64763,77;49315,34;68479,67;64759,61;74479,40;72511,07;54959,09;52434,27;54841,33;76172,33;-;1277397,15
"330480 SAO FIDELIS";332169,84;378739,78;402043,17;383481,18;416682,65;391654,39;394731,92;406986,06;377239,18;397137,65;344947,34;331996,76;411370,40;462577,27;382197,38;367690,02;337006,41;327990,05;336207,31;317427,57;313464,77;304205,36;8117946,46
"330490 SAO GONCALO";4658629,17;4644919,82;4746876,89;4412668,29;4802997,95;4358552,85;4365373,89;4807433,65;5122468,11;4279184,81;4819036,64;4826517,40;5002732,16;4833030,91;5254653,68;5233127,54;5663459,93;5521788,40;5146718,24;5607032,38;4496958,64;4695971,07;107300132,42
"330500 SAO JOAO DA BARRA";184899,13;156862,56;190254,29;170486,64;168959,68;155749,44;167451,36;159577,49;197358,79;234784,85;186318,99;213966,33;210304,23;186105,51;215831,39;227035,81;274375,81;208277,28;235006,28;185306,56;193961,66;204545,94;4327420,02
"330510 SAO JOAO DE MERITI";934061,16;1117793,10;1113949,06;1115295,32;824440,86;960780,05;814589,14;782883,30;1002170,75;1220810,51;943812,66;1439142,47;1174090,91;1284014,94;1021259,98;1194661,96;1299432,94;1246385,82;1270961,77;1171703,46;1304758,94;1517868,25;24754867,35
"330513 SAO JOSE DE UBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330515 SAO JOSE DO VALE DO RIO PRETO";35065,50;29211,20;23064,12;22924,13;24090,69;34144,69;27323,35;24396,94;20293,26;24619,89;28817,28;25491,91;23677,55;18199,28;20311,09;22854,90;21562,47;26400,58;20902,39;24231,39;-;-;497582,61
"330520 SAO PEDRO DA ALDEIA";128209,47;161042,06;147734,31;141082,43;126272,09;148944,90;151831,62;112484,40;113754,90;144104,09;130981,10;151932,42;134299,38;169785,74;195283,04;199722,27;201509,56;230231,50;186744,93;93713,18;152710,16;-;3222373,55
"330530 SAO SEBASTIAO DO ALTO";34893,07;37979,84;42279,59;36785,84;35483,28;34728,09;24460,83;23540,44;31106,61;21864,84;23323,76;21745,05;29925,47;31849,07;21155,53;17644,17;24822,16;23641,78;24141,39;22714,90;21904,87;27266,88;613257,46
"330540 SAPUCAIA";-;-;-;-;45003,52;12381,53;11884,07;9818,10;35031,60;16027,63;19955,75;18397,32;19243,50;30099,17;25652,92;6355,97;19493,67;12369,31;18131,47;12970,41;12746,36;14679,46;340241,76
"330550 SAQUAREMA";416015,23;488137,72;695654,89;724191,82;559608,50;648191,58;608266,73;724497,82;792540,42;952177,79;673776,49;758002,43;1091864,62;1202472,28;894044,85;1153707,27;1032451,87;1239106,04;1138328,88;1299890,46;1202057,02;1055547,36;19350532,07
"330555 SEROPEDICA";55347,76;50987,74;43760,55;52855,61;59990,15;52216,62;9933,39;27147,55;2845,95;12096,56;26695,97;19401,31;7869,45;11648,88;16950,89;22157,05;20974,88;13477,17;7493,79;4701,87;9842,37;8498,99;536894,50
"330560 SILVA JARDIM";7895,21;7082,59;8795,70;10209,62;10819,12;15816,61;13579,49;17834,16;14787,17;13655,64;11562,52;5825,94;14487,71;9933,36;11717,59;-;-;-;-;-;-;-;174002,43
"330570 SUMIDOURO";8220,93;13471,21;7309,79;11161,39;7325,50;11590,04;6268,23;9613,73;20154,13;9530,06;5989,70;11892,50;11878,64;12208,07;8064,10;8092,89;12056,14;10861,03;9425,68;-;-;-;195113,76
"330575 TANGUA";27906,62;31643,75;31297,23;22536,76;26807,63;28205,01;21852,54;22244,07;24325,20;14417,17;21154,97;18404,78;19497,64;26718,06;13582,18;19826,79;8134,56;23775,85;16537,17;11059,05;19406,45;-;449333,48
"330580 TERESOPOLIS";1853951,23;1965571,87;2142343,70;2050271,84;1709543,39;1980594,78;1986664,81;2142995,26;1418358,88;1597676,17;1678997,02;1739139,48;2016748,10;2102374,19;1954544,67;1668445,74;1740240,60;1552061,76;1484663,00;1332906,63;1346441,70;1232976,49;38697511,31
"330590 TRAJANO DE MORAES";21951,89;24329,65;24636,06;22473,01;21573,36;23866,40;22768,41;18606,57;15774,00;17987,23;15387,43;19444,58;19669,39;20364,01;22628,19;19578,48;18826,69;15328,97;19696,42;19642,93;-;-;404533,67
"330600 TRES RIOS";657934,60;531281,52;720728,69;650136,27;681305,88;523813,21;599372,92;435972,87;686623,78;517590,89;591919,93;564638,39;641083,36;529576,52;514254,44;640364,90;591366,96;696257,16;686027,47;572029,33;589119,95;519852,21;13141251,25
"330610 VALENCA";1253783,40;1204899,04;1358339,81;1200158,95;1186515,22;1264449,33;1220422,26;1222714,90;1365631,41;1114469,88;1271703,77;1434435,21;1439859,81;1170606,44;1809512,63;1125498,59;1454017,12;1074618,44;1276120,35;1422777,37;1726105,12;1565675,04;29162314,09
"330615 VARRE-SAI";13173,34;6332,19;12341,86;17259,12;-;16439,21;19198,53;-;15614,33;7208,25;6928,92;-;22163,50;11982,99;24501,71;9750,87;13207,53;17131,22;18403,83;15730,52;10906,01;10602,21;268876,14
"330620 VASSOURAS";1819624,95;2249732,67;1938253,86;2397108,31;1946192,92;2218582,00;2549728,50;2036510,03;2067077,98;1844278,70;1823771,09;2273226,81;3261020,31;3795750,20;2954930,68;3284661,03;2200083,11;2579853,93;1865769,68;3564329,91;2783339,15;2960874,31;54414700,13
"330630 VOLTA REDONDA";6516909,53;7170197,37;6110838,77;5754388,98;5029273,75;5275478,55;5177665,32;5152090,01;4097660,99;5976527,63;5698253,15;5459543,34;6434958,05;5978446,35;5525754,63;5887454,59;5009917,00;6081710,91;6530036,87;6673440,20;5539477,51;5455823,42;126535846,92
" MUNICIPIO IGNORADO - SP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350010 ADAMANTINA";620574,08;625285,75;625086,04;684706,70;621100,55;556900,53;546927,04;484335,56;481271,70;501226,02;583428,18;672698,50;711584,05;728220,25;683486,15;676199,37;744605,86;716323,39;661136,78;658247,50;652403,41;644663,56;13880410,97
"350020 ADOLFO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350030 AGUAI";20511,36;16876,25;17611,88;16874,32;15629,96;18046,22;22970,63;22729,53;25432,13;23369,74;23505,42;27895,11;36940,61;32357,52;20292,67;24312,76;27141,64;11839,20;12135,22;24009,77;-;-;440481,94
"350040 AGUAS DA PRATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350050 AGUAS DE LINDOIA";40977,12;50394,80;57745,66;49190,22;55728,85;42177,51;49441,22;47779,31;55199,25;47262,79;31443,81;44379,38;39386,21;32618,92;54193,95;42202,36;40299,75;48217,87;58366,62;41101,25;42525,24;42568,46;1013200,55
"350055 AGUAS DE SANTA BARBARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350060 AGUAS DE SAO PEDRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350070 AGUDOS";48522,07;55177,68;42010,31;49760,70;46186,32;46886,26;41835,48;30069,47;48120,45;49674,20;53833,84;61027,11;55903,49;58991,29;48383,99;49912,66;58904,14;42097,31;44561,52;34717,98;40047,00;45607,53;1052230,80
"350075 ALAMBARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350080 ALFREDO MARCONDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350090 ALTAIR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350100 ALTINOPOLIS";80855,59;87852,08;41745,78;112012,39;39129,28;47576,41;68250,50;41434,18;45675,04;46270,92;48055,84;63163,11;69461,87;58833,28;61082,65;49621,58;51359,28;62415,09;46804,35;37056,46;46578,37;47003,62;1252237,67
"350110 ALTO ALEGRE";-;-;-;-;-;-;-;-;3287,44;2182,48;5498,99;4905,72;3678,70;4818,86;1644,03;-;3160,82;2464,42;175,97;-;1036,76;460,61;33314,80
"350115 ALUMINIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350120 ALVARES FLORENCE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350130 ALVARES MACHADO";25634,65;25838,07;22152,81;23283,77;32626,51;23466,37;13558,05;15642,39;18037,61;21605,36;29732,53;31636,47;24704,27;25145,98;20737,70;31323,14;22066,06;26431,84;22269,38;24086,11;27515,64;21499,34;528994,05
"350140 ALVARO DE CARVALHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350150 ALVINLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350160 AMERICANA";868487,62;992843,94;997106,24;970635,36;900661,89;900982,69;822958,85;959592,92;858092,99;942995,41;973274,45;1076004,25;1169016,18;981951,84;1168108,62;1206598,70;1085310,18;899859,18;737579,63;954821,34;1041774,02;815171,45;21323827,75
"350170 AMERICO BRASILIENSE";721540,53;598460,98;693229,99;702401,44;661960,01;735543,17;664931,49;414083,03;629570,23;681645,40;616793,90;625120,59;689256,05;635045,03;693450,12;630841,74;581057,50;773034,26;617521,81;418593,56;621294,97;575760,49;13981136,29
"350180 AMERICO DE CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350190 AMPARO";656176,92;656539,62;777790,80;724290,87;749795,40;707502,25;710546,53;693814,88;625778,55;661952,76;671102,54;675744,15;768192,55;697347,57;818716,13;775238,05;634827,50;787301,68;706468,64;769375,82;1094272,26;721348,58;16084124,05
"350200 ANALANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350210 ANDRADINA";284303,70;261913,50;341073,03;280424,85;293293,31;355315,13;263034,65;302828,43;314982,50;249846,59;288557,03;279745,01;351358,21;347835,47;354173,02;375486,55;277780,58;294775,75;256486,42;227357,82;353797,02;326955,01;6681323,58
"350220 ANGATUBA";65376,98;60867,85;54702,78;59154,64;59274,30;55541,15;40982,50;44901,20;53098,89;54620,32;43812,83;64822,38;69938,69;87907,01;73602,23;72705,17;64226,05;58677,79;54472,61;40578,59;62327,62;59790,07;1301381,65
"350230 ANHEMBI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350240 ANHUMAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350250 APARECIDA";858843,14;843819,74;593183,32;556121,01;429754,79;441735,63;480319,61;339961,03;410639,72;534632,08;444939,09;531190,39;288417,60;695398,93;639841,20;566040,93;521718,93;604892,85;828147,92;722628,02;521605,15;456607,93;12310439,01
